avocado,https://www.webmd.com/vitamins/ai/ingredientmono-890/avocado
avocado soy unsaponifiables (asu),https://www.webmd.com/vitamins/ai/ingredientmono-1578/avocado-soy-unsaponifiables-asu
avocado sugar extract,https://www.webmd.com/vitamins/ai/ingredientmono-1146/avocado-sugar-extract
ayahuasca,https://www.webmd.com/vitamins/ai/ingredientmono-1550/ayahuasca
ba ji tian,https://www.webmd.com/vitamins/ai/ingredientmono-757/ba-ji-tian
babassu,https://www.webmd.com/vitamins/ai/ingredientmono-1453/babassu
bach flower remedies,https://www.webmd.com/vitamins/ai/ingredientmono-1175/bach-flower-remedies
bacillus coagulans,https://www.webmd.com/vitamins/ai/ingredientmono-1185/bacillus-coagulans
bacillus subtilis,https://www.webmd.com/vitamins/ai/ingredientmono-1694/bacillus-subtilis
bacopa,https://www.webmd.com/vitamins/ai/ingredientmono-761/bacopa
bael,https://www.webmd.com/vitamins/ai/ingredientmono-164/bael
baikal skullcap,https://www.webmd.com/vitamins/ai/ingredientmono-903/baikal-skullcap
bamboo,https://www.webmd.com/vitamins/ai/ingredientmono-585/bamboo
banaba,https://www.webmd.com/vitamins/ai/ingredientmono-1089/banaba
banana,https://www.webmd.com/vitamins/ai/ingredientmono-1595/banana
baobab,https://www.webmd.com/vitamins/ai/ingredientmono-1260/baobab
barley,https://www.webmd.com/vitamins/ai/ingredientmono-799/barley
basil,https://www.webmd.com/vitamins/ai/ingredientmono-303/basil
bay leaf,https://www.webmd.com/vitamins/ai/ingredientmono-685/bay-leaf
bayberry,https://www.webmd.com/vitamins/ai/ingredientmono-162/bayberry
bear's garlic,https://www.webmd.com/vitamins/ai/ingredientmono-247/bears-garlic
bee pollen,https://www.webmd.com/vitamins/ai/ingredientmono-78/bee-pollen
bee venom,https://www.webmd.com/vitamins/ai/ingredientmono-972/bee-venom
beer,https://www.webmd.com/vitamins/ai/ingredientmono-1007/beer
beeswax,https://www.webmd.com/vitamins/ai/ingredientmono-305/beeswax
beet,https://www.webmd.com/vitamins/ai/ingredientmono-306/beet
belladonna,https://www.webmd.com/vitamins/ai/ingredientmono-531/belladonna
benfotiamine,https://www.webmd.com/vitamins/ai/ingredientmono-1574/benfotiamine
benzoin,https://www.webmd.com/vitamins/ai/ingredientmono-351/benzoin
berberine,https://www.webmd.com/vitamins/ai/ingredientmono-1126/berberine
bergamot,https://www.webmd.com/vitamins/ai/ingredientmono-142/bergamot
beta-alanine,https://www.webmd.com/vitamins/ai/ingredientmono-1222/beta-alanine
beta-carotene,https://www.webmd.com/vitamins/ai/ingredientmono-999/beta-carotene
beta-cryptoxanthin,https://www.webmd.com/vitamins/ai/ingredientmono-1693/beta-cryptoxanthin
beta-glucans,https://www.webmd.com/vitamins/ai/ingredientmono-1041/beta-glucans
beta-hydroxybutyrate (bhb),https://www.webmd.com/vitamins/ai/ingredientmono-1569/beta-hydroxybutyrate-bhb
beta-methylphenethylamine (bmpea),https://www.webmd.com/vitamins/ai/ingredientmono-1557/beta-methylphenethylamine-bmpea
beta-sitosterol,https://www.webmd.com/vitamins/ai/ingredientmono-939/beta-sitosterol
betaine anhydrous,https://www.webmd.com/vitamins/ai/ingredientmono-1008/betaine-anhydrous
betaine hydrochloride,https://www.webmd.com/vitamins/ai/ingredientmono-312/betaine-hydrochloride
betel nut,https://www.webmd.com/vitamins/ai/ingredientmono-995/betel-nut
beth root,https://www.webmd.com/vitamins/ai/ingredientmono-404/beth-root
betony,https://www.webmd.com/vitamins/ai/ingredientmono-587/betony
bifidobacterium animalis subsp. lactis,https://www.webmd.com/vitamins/ai/ingredientmono-891/bifidobacterium-animalis-subsp-lactis
bifidobacterium bifidum,https://www.webmd.com/vitamins/ai/ingredientmono-1666/bifidobacterium-bifidum
bifidobacterium breve,https://www.webmd.com/vitamins/ai/ingredientmono-1665/bifidobacterium-breve
bifidobacterium longum,https://www.webmd.com/vitamins/ai/ingredientmono-1667/bifidobacterium-longum
bilberry,https://www.webmd.com/vitamins/ai/ingredientmono-202/bilberry
biotin,https://www.webmd.com/vitamins/ai/ingredientmono-313/biotin
birch,https://www.webmd.com/vitamins/ai/ingredientmono-352/birch
bishop's weed,https://www.webmd.com/vitamins/ai/ingredientmono-292/bishops-weed
bismuth,https://www.webmd.com/vitamins/ai/ingredientmono-1502/bismuth
bismuth nitrate,https://www.webmd.com/vitamins/ai/ingredientmono-1604/bismuth-nitrate
bistort,https://www.webmd.com/vitamins/ai/ingredientmono-75/bistort
bitter almond,https://www.webmd.com/vitamins/ai/ingredientmono-314/bitter-almond
bitter melon,https://www.webmd.com/vitamins/ai/ingredientmono-795/bitter-melon
bitter milkwort,https://www.webmd.com/vitamins/ai/ingredientmono-61/bitter-milkwort
bitter orange,https://www.webmd.com/vitamins/ai/ingredientmono-976/bitter-orange
bitter yam,https://www.webmd.com/vitamins/ai/ingredientmono-1221/bitter-yam
bittersweet nightshade,https://www.webmd.com/vitamins/ai/ingredientmono-588/bittersweet-nightshade
black alder,https://www.webmd.com/vitamins/ai/ingredientmono-589/black-alder
black bryony,https://www.webmd.com/vitamins/ai/ingredientmono-260/black-bryony
black cohosh,https://www.webmd.com/vitamins/ai/ingredientmono-857/black-cohosh
black currant,https://www.webmd.com/vitamins/ai/ingredientmono-1085/black-currant
black haw,https://www.webmd.com/vitamins/ai/ingredientmono-892/black-haw
black hellebore,https://www.webmd.com/vitamins/ai/ingredientmono-99/black-hellebore
black hoof mushroom,https://www.webmd.com/vitamins/ai/ingredientmono-1510/black-hoof-mushroom
black horehound,https://www.webmd.com/vitamins/ai/ingredientmono-930/black-horehound
black mulberry,https://www.webmd.com/vitamins/ai/ingredientmono-357/black-mulberry
black mustard,https://www.webmd.com/vitamins/ai/ingredientmono-590/black-mustard
black nightshade,https://www.webmd.com/vitamins/ai/ingredientmono-821/black-nightshade
black pepper and white pepper,https://www.webmd.com/vitamins/ai/ingredientmono-800/black-pepper-and-white-pepper
black psyllium,https://www.webmd.com/vitamins/ai/ingredientmono-97/black-psyllium
black raspberry,https://www.webmd.com/vitamins/ai/ingredientmono-1120/black-raspberry
black rice,https://www.webmd.com/vitamins/ai/ingredientmono-1616/black-rice
black root,https://www.webmd.com/vitamins/ai/ingredientmono-796/black-root
black seed,https://www.webmd.com/vitamins/ai/ingredientmono-901/black-seed
black tea,https://www.webmd.com/vitamins/ai/ingredientmono-997/black-tea
black walnut,https://www.webmd.com/vitamins/ai/ingredientmono-639/black-walnut
blackberry,https://www.webmd.com/vitamins/ai/ingredientmono-1076/blackberry
blackthorn,https://www.webmd.com/vitamins/ai/ingredientmono-356/blackthorn
bladderwrack,https://www.webmd.com/vitamins/ai/ingredientmono-726/bladderwrack
blessed thistle,https://www.webmd.com/vitamins/ai/ingredientmono-94/blessed-thistle
blond psyllium,https://www.webmd.com/vitamins/ai/ingredientmono-866/blond-psyllium
bloodroot,https://www.webmd.com/vitamins/ai/ingredientmono-893/bloodroot
blue cohosh,https://www.webmd.com/vitamins/ai/ingredientmono-987/blue-cohosh
blue flag,https://www.webmd.com/vitamins/ai/ingredientmono-318/blue-flag
blue-green algae,https://www.webmd.com/vitamins/ai/ingredientmono-923/blue-green-algae
blueberry,https://www.webmd.com/vitamins/ai/ingredientmono-1013/blueberry
bog bilberry,https://www.webmd.com/vitamins/ai/ingredientmono-693/bog-bilberry
bog labrador tea,https://www.webmd.com/vitamins/ai/ingredientmono-539/bog-labrador-tea
bogbean,https://www.webmd.com/vitamins/ai/ingredientmono-74/bogbean
bois de rose oil,https://www.webmd.com/vitamins/ai/ingredientmono-263/bois-de-rose-oil
boldo,https://www.webmd.com/vitamins/ai/ingredientmono-593/boldo
boneset,https://www.webmd.com/vitamins/ai/ingredientmono-594/boneset
borage,https://www.webmd.com/vitamins/ai/ingredientmono-596/borage
boron,https://www.webmd.com/vitamins/ai/ingredientmono-894/boron
boswellia serrata,https://www.webmd.com/vitamins/ai/ingredientmono-63/boswellia-serrata
bovine cartilage,https://www.webmd.com/vitamins/ai/ingredientmono-155/bovine-cartilage
bovine colostrum,https://www.webmd.com/vitamins/ai/ingredientmono-785/bovine-colostrum
boxwood,https://www.webmd.com/vitamins/ai/ingredientmono-319/boxwood
branched-chain amino acids (bcaa),https://www.webmd.com/vitamins/ai/ingredientmono-1005/branched-chain-amino-acids-bcaa
breadfruit,https://www.webmd.com/vitamins/ai/ingredientmono-1471/breadfruit
brewer's yeast,https://www.webmd.com/vitamins/ai/ingredientmono-715/brewers-yeast
brickellia,https://www.webmd.com/vitamins/ai/ingredientmono-1145/brickellia
bridelia,https://www.webmd.com/vitamins/ai/ingredientmono-1497/bridelia
broccoli,https://www.webmd.com/vitamins/ai/ingredientmono-1151/broccoli
broccoli sprout,https://www.webmd.com/vitamins/ai/ingredientmono-1459/broccoli-sprout
bromelain,https://www.webmd.com/vitamins/ai/ingredientmono-895/bromelain
brown rice,https://www.webmd.com/vitamins/ai/ingredientmono-1148/brown-rice
brussels sprout,https://www.webmd.com/vitamins/ai/ingredientmono-1477/brussels-sprout
bryonia,https://www.webmd.com/vitamins/ai/ingredientmono-46/bryonia
buchu,https://www.webmd.com/vitamins/ai/ingredientmono-180/buchu
buck's-horn plantain,https://www.webmd.com/vitamins/ai/ingredientmono-1457/bucks-horn-plantain
buckhorn plantain,https://www.webmd.com/vitamins/ai/ingredientmono-736/buckhorn-plantain
buckwheat,https://www.webmd.com/vitamins/ai/ingredientmono-15/buckwheat
bugle,https://www.webmd.com/vitamins/ai/ingredientmono-179/bugle
bugleweed,https://www.webmd.com/vitamins/ai/ingredientmono-147/bugleweed
bulbine natalensis,https://www.webmd.com/vitamins/ai/ingredientmono-1618/bulbine-natalensis
bulbous buttercup,https://www.webmd.com/vitamins/ai/ingredientmono-586/bulbous-buttercup
bupleurum,https://www.webmd.com/vitamins/ai/ingredientmono-650/bupleurum
burdock,https://www.webmd.com/vitamins/ai/ingredientmono-111/burdock
burning bush,https://www.webmd.com/vitamins/ai/ingredientmono-599/burning-bush
burr marigold,https://www.webmd.com/vitamins/ai/ingredientmono-20/burr-marigold
butcher's broom,https://www.webmd.com/vitamins/ai/ingredientmono-320/butchers-broom
butea superba,https://www.webmd.com/vitamins/ai/ingredientmono-1227/butea-superba
butterbur,https://www.webmd.com/vitamins/ai/ingredientmono-649/butterbur
buttercup,https://www.webmd.com/vitamins/ai/ingredientmono-656/buttercup
butternut,https://www.webmd.com/vitamins/ai/ingredientmono-739/butternut
butylated hydroxytoluene (bht),https://www.webmd.com/vitamins/ai/ingredientmono-1071/butylated-hydroxytoluene-bht
cabbage,https://www.webmd.com/vitamins/ai/ingredientmono-171/cabbage
cade,https://www.webmd.com/vitamins/ai/ingredientmono-77/cade
caffeic acid,https://www.webmd.com/vitamins/ai/ingredientmono-1266/caffeic-acid
caffeine,https://www.webmd.com/vitamins/ai/ingredientmono-979/caffeine
cajeput oil,https://www.webmd.com/vitamins/ai/ingredientmono-457/cajeput-oil
calabar bean,https://www.webmd.com/vitamins/ai/ingredientmono-50/calabar-bean
calabash chalk,https://www.webmd.com/vitamins/ai/ingredientmono-1640/calabash-chalk
calamint,https://www.webmd.com/vitamins/ai/ingredientmono-613/calamint
calamus,https://www.webmd.com/vitamins/ai/ingredientmono-778/calamus
calanus oil,https://www.webmd.com/vitamins/ai/ingredientmono-1544/calanus-oil
calcium,https://www.webmd.com/vitamins/ai/ingredientmono-781/calcium
calcium d-glucarate,https://www.webmd.com/vitamins/ai/ingredientmono-136/calcium-d-glucarate
calea zacatechichi,https://www.webmd.com/vitamins/ai/ingredientmono-1270/calea-zacatechichi
calendula,https://www.webmd.com/vitamins/ai/ingredientmono-235/calendula
california poppy,https://www.webmd.com/vitamins/ai/ingredientmono-104/california-poppy
calotropis,https://www.webmd.com/vitamins/ai/ingredientmono-797/calotropis
calumba,https://www.webmd.com/vitamins/ai/ingredientmono-410/calumba
camphor,https://www.webmd.com/vitamins/ai/ingredientmono-709/camphor
camu camu,https://www.webmd.com/vitamins/ai/ingredientmono-1243/camu-camu
canada balsam,https://www.webmd.com/vitamins/ai/ingredientmono-456/canada-balsam
canadian fleabane,https://www.webmd.com/vitamins/ai/ingredientmono-242/canadian-fleabane
canadian hemp,https://www.webmd.com/vitamins/ai/ingredientmono-201/canadian-hemp
canaigre,https://www.webmd.com/vitamins/ai/ingredientmono-222/canaigre
cananga oil,https://www.webmd.com/vitamins/ai/ingredientmono-83/cananga-oil
candlenut,https://www.webmd.com/vitamins/ai/ingredientmono-353/candlenut
cannabichromene (cbc),https://www.webmd.com/vitamins/ai/ingredientmono-1609/cannabichromene-cbc
cannabidiol (cbd),https://www.webmd.com/vitamins/ai/ingredientmono-1439/cannabidiol-cbd
cannabidivarin (cbdv),https://www.webmd.com/vitamins/ai/ingredientmono-1601/cannabidivarin-cbdv
cannabigerol (cbg),https://www.webmd.com/vitamins/ai/ingredientmono-1602/cannabigerol-cbg
cannabinol (cbn),https://www.webmd.com/vitamins/ai/ingredientmono-1611/cannabinol-cbn
cannabis,https://www.webmd.com/vitamins/ai/ingredientmono-947/cannabis
canola  oil,https://www.webmd.com/vitamins/ai/ingredientmono-1563/canola-oil
canthaxanthin,https://www.webmd.com/vitamins/ai/ingredientmono-846/canthaxanthin
capers,https://www.webmd.com/vitamins/ai/ingredientmono-727/capers
caprylic acid,https://www.webmd.com/vitamins/ai/ingredientmono-1465/caprylic-acid
capsicum,https://www.webmd.com/vitamins/ai/ingredientmono-945/capsicum
caralluma,https://www.webmd.com/vitamins/ai/ingredientmono-1160/caralluma
caraway,https://www.webmd.com/vitamins/ai/ingredientmono-204/caraway
carbon 60 (c60),https://www.webmd.com/vitamins/ai/ingredientmono-1625/carbon-60-c60
cardamom,https://www.webmd.com/vitamins/ai/ingredientmono-614/cardamom
cardarine - [fast facts],https://www.webmd.com/vitamins/ai/ingredientmono-1648/cardarine-%5bfast-facts%5d
carlina,https://www.webmd.com/vitamins/ai/ingredientmono-100/carlina
carnosine,https://www.webmd.com/vitamins/ai/ingredientmono-1038/carnosine
carob,https://www.webmd.com/vitamins/ai/ingredientmono-321/carob
carqueja,https://www.webmd.com/vitamins/ai/ingredientmono-1127/carqueja
carrageenan,https://www.webmd.com/vitamins/ai/ingredientmono-710/carrageenan
carrot,https://www.webmd.com/vitamins/ai/ingredientmono-1472/carrot
cascara sagrada,https://www.webmd.com/vitamins/ai/ingredientmono-773/cascara-sagrada
cascarilla,https://www.webmd.com/vitamins/ai/ingredientmono-181/cascarilla
casein peptides,https://www.webmd.com/vitamins/ai/ingredientmono-1107/casein-peptides
casein protein,https://www.webmd.com/vitamins/ai/ingredientmono-1575/casein-protein
cashew,https://www.webmd.com/vitamins/ai/ingredientmono-10/cashew
cassava,https://www.webmd.com/vitamins/ai/ingredientmono-1473/cassava
cassia auriculata,https://www.webmd.com/vitamins/ai/ingredientmono-1094/cassia-auriculata
cassia cinnamon,https://www.webmd.com/vitamins/ai/ingredientmono-1002/cassia-cinnamon
cassia nomame,https://www.webmd.com/vitamins/ai/ingredientmono-1504/cassia-nomame
cassie absolute,https://www.webmd.com/vitamins/ai/ingredientmono-612/cassie-absolute
castor bean,https://www.webmd.com/vitamins/ai/ingredientmono-897/castor-bean
castoreum,https://www.webmd.com/vitamins/ai/ingredientmono-315/castoreum
cat's claw,https://www.webmd.com/vitamins/ai/ingredientmono-395/cats-claw
cat's foot,https://www.webmd.com/vitamins/ai/ingredientmono-53/cats-foot
catechu,https://www.webmd.com/vitamins/ai/ingredientmono-394/catechu
catnip,https://www.webmd.com/vitamins/ai/ingredientmono-831/catnip
catuaba,https://www.webmd.com/vitamins/ai/ingredientmono-396/catuaba
cauliflower,https://www.webmd.com/vitamins/ai/ingredientmono-1478/cauliflower
celery,https://www.webmd.com/vitamins/ai/ingredientmono-882/celery
centaury,https://www.webmd.com/vitamins/ai/ingredientmono-399/centaury
cereus,https://www.webmd.com/vitamins/ai/ingredientmono-711/cereus
cesium,https://www.webmd.com/vitamins/ai/ingredientmono-1064/cesium
cetylated fatty acids (cfas),https://www.webmd.com/vitamins/ai/ingredientmono-400/cetylated-fatty-acids-cfas
ceylon cinnamon,https://www.webmd.com/vitamins/ai/ingredientmono-330/ceylon-cinnamon
ceylon leadwort,https://www.webmd.com/vitamins/ai/ingredientmono-1612/ceylon-leadwort
cha de bugre,https://www.webmd.com/vitamins/ai/ingredientmono-1124/cha-de-bugre
chaga,https://www.webmd.com/vitamins/ai/ingredientmono-1474/chaga
chanca piedra,https://www.webmd.com/vitamins/ai/ingredientmono-441/chanca-piedra
chaparral,https://www.webmd.com/vitamins/ai/ingredientmono-791/chaparral
chaulmoogra,https://www.webmd.com/vitamins/ai/ingredientmono-621/chaulmoogra
cheken,https://www.webmd.com/vitamins/ai/ingredientmono-401/cheken
chelation therapy products,https://www.webmd.com/vitamins/ai/ingredientmono-1032/chelation-therapy-products
chenopodium oil,https://www.webmd.com/vitamins/ai/ingredientmono-898/chenopodium-oil
chervil,https://www.webmd.com/vitamins/ai/ingredientmono-250/chervil
chia,https://www.webmd.com/vitamins/ai/ingredientmono-1224/chia
chickweed,https://www.webmd.com/vitamins/ai/ingredientmono-622/chickweed
chicory,https://www.webmd.com/vitamins/ai/ingredientmono-92/chicory
chinese cucumber,https://www.webmd.com/vitamins/ai/ingredientmono-112/chinese-cucumber
chinese mallow,https://www.webmd.com/vitamins/ai/ingredientmono-1150/chinese-mallow
chinese prickly ash,https://www.webmd.com/vitamins/ai/ingredientmono-1121/chinese-prickly-ash
chirata,https://www.webmd.com/vitamins/ai/ingredientmono-624/chirata
chitosan,https://www.webmd.com/vitamins/ai/ingredientmono-625/chitosan
chive,https://www.webmd.com/vitamins/ai/ingredientmono-403/chive
chlorella,https://www.webmd.com/vitamins/ai/ingredientmono-907/chlorella
chlorine dioxide,https://www.webmd.com/vitamins/ai/ingredientmono-1622/chlorine-dioxide
chlorophyll,https://www.webmd.com/vitamins/ai/ingredientmono-712/chlorophyll
chlorophyllin,https://www.webmd.com/vitamins/ai/ingredientmono-626/chlorophyllin
chokeberry,https://www.webmd.com/vitamins/ai/ingredientmono-1558/chokeberry
choline,https://www.webmd.com/vitamins/ai/ingredientmono-436/choline
chondroitin sulfate,https://www.webmd.com/vitamins/ai/ingredientmono-744/chondroitin-sulfate
chromium,https://www.webmd.com/vitamins/ai/ingredientmono-932/chromium
chrysanthemum,https://www.webmd.com/vitamins/ai/ingredientmono-904/chrysanthemum
chrysin,https://www.webmd.com/vitamins/ai/ingredientmono-1047/chrysin
chuchuhuasi,https://www.webmd.com/vitamins/ai/ingredientmono-1475/chuchuhuasi
chymotrypsin,https://www.webmd.com/vitamins/ai/ingredientmono-405/chymotrypsin
cilantro,https://www.webmd.com/vitamins/ai/ingredientmono-1533/cilantro
cinchona,https://www.webmd.com/vitamins/ai/ingredientmono-406/cinchona
cissus quadrangularis,https://www.webmd.com/vitamins/ai/ingredientmono-1166/cissus-quadrangularis
cistanche deserticola,https://www.webmd.com/vitamins/ai/ingredientmono-1592/cistanche-deserticola
citicoline,https://www.webmd.com/vitamins/ai/ingredientmono-1090/citicoline
citric acid,https://www.webmd.com/vitamins/ai/ingredientmono-1688/citric-acid
citronella oil,https://www.webmd.com/vitamins/ai/ingredientmono-627/citronella-oil
clary sage,https://www.webmd.com/vitamins/ai/ingredientmono-407/clary-sage
clay,https://www.webmd.com/vitamins/ai/ingredientmono-1476/clay
clematis recta,https://www.webmd.com/vitamins/ai/ingredientmono-628/clematis-recta
clivers,https://www.webmd.com/vitamins/ai/ingredientmono-159/clivers
